Species	Assembly Accession	Order	Superfamily	Te	Score
Schizotus pectinicornis	GCA_951805265.1	Coleoptera	Tenebrionoidea	Shellder	0.018203151190077104
Schizotus pectinicornis	GCA_951805265.1	Coleoptera	Tenebrionoidea	P-element	0.015205889970032188
Tribolium castaneum	GCF_000002335.3	Coleoptera	Tenebrionoidea	Spoink	0.010766190456585285
Tribolium castaneum	GCF_000002335.3	Coleoptera	Tenebrionoidea	Shellder	0.018354006034193765
Tribolium castaneum	GCF_000002335.3	Coleoptera	Tenebrionoidea	P-element	0.00876835990972659
Tribolium freemani	GCA_939628115.1	Coleoptera	Tenebrionoidea	Shellder	0.014063023801542071
Tribolium freemani	GCA_939628115.1	Coleoptera	Tenebrionoidea	Spoink	0.014883280497344477
Tribolium freemani	GCA_939628115.1	Coleoptera	Tenebrionoidea	P-element	0.012579081727033927
Zophobas atratus	GCA_022388445.1	Coleoptera	Tenebrionoidea	P-element	0.017647711717044656
Zophobas atratus	GCA_022388445.1	Coleoptera	Tenebrionoidea	Spoink	0.01292766272798386
Zophobas atratus	GCA_022388445.1	Coleoptera	Tenebrionoidea	Shellder	0.02468990948709353
Adalia bipunctata	GCA_910592335.1	Coleoptera	Coccinelloidea	Shellder	0.02128729466979551
Adalia bipunctata	GCA_910592335.1	Coleoptera	Coccinelloidea	Spoink	0.01690065461731648
Adalia bipunctata	GCA_910592335.1	Coleoptera	Coccinelloidea	P-element	0.013245033112582781
Adalia decempunctata	GCA_951802165.1	Coleoptera	Coccinelloidea	P-element	0.013208035813385623
Adalia decempunctata	GCA_951802165.1	Coleoptera	Coccinelloidea	Spoink	0.016303676561406397
Adalia decempunctata	GCA_951802165.1	Coleoptera	Coccinelloidea	Shellder	0.02241032517599732
Cartodere bifasciata	GCA_963920755.1	Coleoptera	Coccinelloidea	P-element	0.010063265381627141
Cartodere bifasciata	GCA_963920755.1	Coleoptera	Coccinelloidea	Shellder	0.018169627891384512
Cartodere bifasciata	GCA_963920755.1	Coleoptera	Coccinelloidea	Spoink	0.010498579603935939
Coccinella septempunctata	GCF_907165205.1	Coleoptera	Coccinelloidea	Shellder	0.025243043915521287
Coccinella septempunctata	GCF_907165205.1	Coleoptera	Coccinelloidea	Spoink	0.01900037053810367
Coccinella septempunctata	GCF_907165205.1	Coleoptera	Coccinelloidea	P-element	0.010285249176810092
Dastarcus helophoroides	GCA_028583605.1	Coleoptera	Coccinelloidea	Spoink	0.05951253653917411
Dastarcus helophoroides	GCA_028583605.1	Coleoptera	Coccinelloidea	Shellder	0.020901776734830707
Dastarcus helophoroides	GCA_028583605.1	Coleoptera	Coccinelloidea	P-element	0.010322246476007251
Endomychus coccineus	GCA_958510875.1	Coleoptera	Coccinelloidea	Shellder	0.018354006034193765
Endomychus coccineus	GCA_958510875.1	Coleoptera	Coccinelloidea	P-element	0.012283103333456658
Endomychus coccineus	GCA_958510875.1	Coleoptera	Coccinelloidea	Spoink	0.03785664292478076
Halyzia sedecimguttata	GCA_937662695.2	Coleoptera	Coccinelloidea	P-element	0.014317954789300381
Halyzia sedecimguttata	GCA_937662695.2	Coleoptera	Coccinelloidea	Shellder	0.019125041904123365
Halyzia sedecimguttata	GCA_937662695.2	Coleoptera	Coccinelloidea	Spoink	0.010457408703528346
Harmonia axyridis	GCF_914767665.1	Coleoptera	Coccinelloidea	Spoink	0.009222281691300589
Harmonia axyridis	GCF_914767665.1	Coleoptera	Coccinelloidea	P-element	0.011136187058344741
Harmonia axyridis	GCF_914767665.1	Coleoptera	Coccinelloidea	Shellder	0.013995977204156889
Megalocaria dilatata	GCA_034642435.1	Coleoptera	Coccinelloidea	Shellder	0.013627220918538385
Megalocaria dilatata	GCA_034642435.1	Coleoptera	Coccinelloidea	P-element	0.010285249176810092
Megalocaria dilatata	GCA_034642435.1	Coleoptera	Coccinelloidea	Spoink	0.005393387953394541
Myrrha octodecimguttata	GCA_958510865.1	Coleoptera	Coccinelloidea	Spoink	0.07931573963522583
Myrrha octodecimguttata	GCA_958510865.1	Coleoptera	Coccinelloidea	Shellder	0.025393898759637948
Myrrha octodecimguttata	GCA_958510865.1	Coleoptera	Coccinelloidea	P-element	0.00954530319286692
Propylea japonica	GCA_013421045.1	Coleoptera	Coccinelloidea	Shellder	0.026500167616493462
Propylea japonica	GCA_013421045.1	Coleoptera	Coccinelloidea	P-element	0.01409597099411743
Propylea japonica	GCA_013421045.1	Coleoptera	Coccinelloidea	Spoink	0.13740788011033803
Malachius bipustulatus	GCA_910589415.1	Coleoptera	Cleroidea	P-element	0.016574790040327057
Malachius bipustulatus	GCA_910589415.1	Coleoptera	Cleroidea	Shellder	0.03248407643312102
Malachius bipustulatus	GCA_910589415.1	Coleoptera	Cleroidea	Spoink	0.024311416690683024
Amphimallon solstitiale	GCA_963170755.1	Coleoptera	Scarabaeoidea	Spoink	0.014677425995306517
Amphimallon solstitiale	GCA_963170755.1	Coleoptera	Scarabaeoidea	Shellder	0.02277908146161582
Amphimallon solstitiale	GCA_963170755.1	Coleoptera	Scarabaeoidea	P-element	0.016315808945946947
Cetonia aurata	GCA_949128085.1	Coleoptera	Scarabaeoidea	Spoink	0.017950512577710076
Cetonia aurata	GCA_949128085.1	Coleoptera	Scarabaeoidea	Shellder	0.029014415018437816
Cetonia aurata	GCA_949128085.1	Coleoptera	Scarabaeoidea	P-element	0.012542084427836768
Dorcus hopei	GCA_033060865.1	Coleoptera	Scarabaeoidea	Spoink	0.012536539174111738
Dorcus hopei	GCA_033060865.1	Coleoptera	Scarabaeoidea	P-element	0.00984128158644419
Dorcus hopei	GCA_033060865.1	Coleoptera	Scarabaeoidea	Shellder	0.016258799865906805
Dorcus parallelipipedus	GCA_958336345.1	Coleoptera	Scarabaeoidea	Shellder	0.022544418370767684
Dorcus parallelipipedus	GCA_958336345.1	Coleoptera	Scarabaeoidea	Spoink	0.043311787228786695
Dorcus parallelipipedus	GCA_958336345.1	Coleoptera	Scarabaeoidea	P-element	0.012912057419808354
Geotrupes spiniger	GCA_959613385.1	Coleoptera	Scarabaeoidea	Shellder	0.022158900435802882
Geotrupes spiniger	GCA_959613385.1	Coleoptera	Scarabaeoidea	P-element	0.008398386917755005
Geotrupes spiniger	GCA_959613385.1	Coleoptera	Scarabaeoidea	Spoink	0.010004528799044836
Holotrichia oblita	GCA_023690525.1	Coleoptera	Scarabaeoidea	Shellder	0.021806905799530672
Holotrichia oblita	GCA_023690525.1	Coleoptera	Scarabaeoidea	Spoink	0.014265716991230599
Holotrichia oblita	GCA_023690525.1	Coleoptera	Scarabaeoidea	P-element	0.014206962891708905
Melolontha melolontha	GCA_935421215.2	Coleoptera	Scarabaeoidea	Shellder	0.02329869259135099
Melolontha melolontha	GCA_935421215.2	Coleoptera	Scarabaeoidea	P-element	0.012394095231048133
Melolontha melolontha	GCA_935421215.2	Coleoptera	Scarabaeoidea	Spoink	0.010148626950471407
Prosopocoilus inquinatus	GCA_036172665.1	Coleoptera	Scarabaeoidea	Spoink	0.013257029931244597
Prosopocoilus inquinatus	GCA_036172665.1	Coleoptera	Scarabaeoidea	P-element	0.009952273484035665
Prosopocoilus inquinatus	GCA_036172665.1	Coleoptera	Scarabaeoidea	Shellder	0.020516258799865905
Trypoxylus dichotomus	GCA_023509865.1	Coleoptera	Scarabaeoidea	Spoink	0.006546173164807115
Trypoxylus dichotomus	GCA_023509865.1	Coleoptera	Scarabaeoidea	Shellder	0.026801877304726784
Trypoxylus dichotomus	GCA_023509865.1	Coleoptera	Scarabaeoidea	P-element	0
Leptodirus hochenwartii	GCA_947310635.1	Coleoptera	Staphylinoidea	P-element	0
Leptodirus hochenwartii	GCA_947310635.1	Coleoptera	Staphylinoidea	Shellder	0.01128059001005699
Leptodirus hochenwartii	GCA_947310635.1	Coleoptera	Staphylinoidea	Spoink	0.006587344065214706
Nicrophorus investigator	GCA_963457615.1	Coleoptera	Staphylinoidea	Shellder	0.012336573918873618
Nicrophorus investigator	GCA_963457615.1	Coleoptera	Staphylinoidea	Spoink	0.05718638066614517
Nicrophorus investigator	GCA_963457615.1	Coleoptera	Staphylinoidea	P-element	0.008324392319360687
Ocypus olens	GCA_910593695.2	Coleoptera	Staphylinoidea	Spoink	0.01451274239367615
Ocypus olens	GCA_910593695.2	Coleoptera	Staphylinoidea	Shellder	0.022577941669460276
Ocypus olens	GCA_910593695.2	Coleoptera	Staphylinoidea	P-element	0.011210181656739059
Othius punctulatus	GCA_951805005.1	Coleoptera	Staphylinoidea	Spoink	0.022829264276009717
Othius punctulatus	GCA_951805005.1	Coleoptera	Staphylinoidea	Shellder	0.03243379148508213
Othius punctulatus	GCA_951805005.1	Coleoptera	Staphylinoidea	P-element	0.008657368012135114
Philonthus cognatus	GCA_932526585.2	Coleoptera	Staphylinoidea	P-element	0.01246808982944245
Philonthus cognatus	GCA_932526585.2	Coleoptera	Staphylinoidea	Shellder	0.025209520616828695
Philonthus cognatus	GCA_932526585.2	Coleoptera	Staphylinoidea	Spoink	0.013298200831652188
Philonthus spinipes	GCA_963082785.1	Coleoptera	Staphylinoidea	P-element	0.010396241074401569
Philonthus spinipes	GCA_963082785.1	Coleoptera	Staphylinoidea	Shellder	0.018102581293999328
Philonthus spinipes	GCA_963082785.1	Coleoptera	Staphylinoidea	Spoink	0.06389723743258265
Phosphuga atrata	GCA_944588485.1	Coleoptera	Staphylinoidea	P-element	0.01246808982944245
Phosphuga atrata	GCA_944588485.1	Coleoptera	Staphylinoidea	Shellder	0.014850821320817968
Phosphuga atrata	GCA_944588485.1	Coleoptera	Staphylinoidea	Spoink	0.09605171065091193
Agriotes lineatus	GCA_940337035.1	Coleoptera	Elateroidea	P-element	0.017462725221058864
Agriotes lineatus	GCA_940337035.1	Coleoptera	Elateroidea	Shellder	0.027271203486423062
Agriotes lineatus	GCA_940337035.1	Coleoptera	Elateroidea	Spoink	0.03802132652641113
Agrypnus murinus	GCA_929113105.1	Coleoptera	Elateroidea	Spoink	0.014265716991230599
Agrypnus murinus	GCA_929113105.1	Coleoptera	Elateroidea	Shellder	0.026768354006034195
Agrypnus murinus	GCA_929113105.1	Coleoptera	Elateroidea	P-element	0.017129749528284437
Aquatica leii	GCA_035610365.1	Coleoptera	Elateroidea	P-element	0.015649857560398092
Aquatica leii	GCA_035610365.1	Coleoptera	Elateroidea	Spoink	0.03559224340236321
Aquatica leii	GCA_035610365.1	Coleoptera	Elateroidea	Shellder	0.02696949379818974
Cantharis flavilabris	GCA_949152465.1	Coleoptera	Elateroidea	P-element	0.017684709016241813
Cantharis flavilabris	GCA_949152465.1	Coleoptera	Elateroidea	Shellder	0.024941334227287965
Cantharis flavilabris	GCA_949152465.1	Coleoptera	Elateroidea	Spoink	0.008995841739058832
Cantharis lateralis	GCA_963170105.1	Coleoptera	Elateroidea	Spoink	0.013051175429206637
Cantharis lateralis	GCA_963170105.1	Coleoptera	Elateroidea	Shellder	0.02430439155212873
Cantharis lateralis	GCA_963170105.1	Coleoptera	Elateroidea	P-element	0.018720633393762256
Cantharis nigra	GCA_958510845.1	Coleoptera	Elateroidea	P-element	0.017721706315438974
Cantharis nigra	GCA_958510845.1	Coleoptera	Elateroidea	Shellder	0.022494133422728796
Cantharis nigra	GCA_958510845.1	Coleoptera	Elateroidea	Spoink	0.009057598089670221
Cantharis rufa	GCA_947369205.1	Coleoptera	Elateroidea	Shellder	0.021387864565873282
Cantharis rufa	GCA_947369205.1	Coleoptera	Elateroidea	Spoink	0.008831158137428465
Cantharis rufa	GCA_947369205.1	Coleoptera	Elateroidea	P-element	0.01701875763069296
Cantharis rustica	GCA_911387805.1	Coleoptera	Elateroidea	Spoink	0.00977808884680308
Cantharis rustica	GCA_911387805.1	Coleoptera	Elateroidea	Shellder	0.025913509889373115
Cantharis rustica	GCA_911387805.1	Coleoptera	Elateroidea	P-element	0.01994154426726849
Ctenicera cuprea	GCA_958336395.1	Coleoptera	Elateroidea	Shellder	0.027070063694267517
Ctenicera cuprea	GCA_958336395.1	Coleoptera	Elateroidea	P-element	0.021458433534351992
Ctenicera cuprea	GCA_958336395.1	Coleoptera	Elateroidea	Spoink	0.019494421342994773
Hemicrepidius niger	GCA_963082805.1	Coleoptera	Elateroidea	P-element	0.014280957490103222
Hemicrepidius niger	GCA_963082805.1	Coleoptera	Elateroidea	Shellder	0.026299027824337916
Hemicrepidius niger	GCA_963082805.1	Coleoptera	Elateroidea	Spoink	0.06618222240520401
Malthinus flaveolus	GCA_950108345.1	Coleoptera	Elateroidea	Spoink	0.013771666186339496
Malthinus flaveolus	GCA_950108345.1	Coleoptera	Elateroidea	Shellder	0.022427086825343615
Malthinus flaveolus	GCA_950108345.1	Coleoptera	Elateroidea	P-element	0.010766214066373155
Melanotus villosus	GCA_963082815.1	Coleoptera	Elateroidea	Shellder	0.0271203486423064
Melanotus villosus	GCA_963082815.1	Coleoptera	Elateroidea	Spoink	0.02509366379842727
Melanotus villosus	GCA_963082815.1	Coleoptera	Elateroidea	P-element	0.01598283325317252
Podabrus alpinus	GCA_932274525.1	Coleoptera	Elateroidea	Shellder	0.01632584646329199
Podabrus alpinus	GCA_932274525.1	Coleoptera	Elateroidea	P-element	0.017129749528284437
Podabrus alpinus	GCA_932274525.1	Coleoptera	Elateroidea	Spoink	0.013277615381448392
Rhagonycha fulva	GCA_905340355.1	Coleoptera	Elateroidea	P-element	0.01620481704835547
Rhagonycha fulva	GCA_905340355.1	Coleoptera	Elateroidea	Spoink	0.013895178887562271
Rhagonycha fulva	GCA_905340355.1	Coleoptera	Elateroidea	Shellder	0.022929936305732482
Rhagonycha lutea	GCA_958510855.1	Coleoptera	Elateroidea	Spoink	0.016447774712832968
Rhagonycha lutea	GCA_958510855.1	Coleoptera	Elateroidea	P-element	0.014132968293314589
Rhagonycha lutea	GCA_958510855.1	Coleoptera	Elateroidea	Shellder	0.024539054642976867
Elmis aenea	GCA_947652605.1	Coleoptera	Byrrhoidea	Shellder	0.03162923231645994
Elmis aenea	GCA_947652605.1	Coleoptera	Byrrhoidea	P-element	0.012764068223019719
Elmis aenea	GCA_947652605.1	Coleoptera	Byrrhoidea	Spoink	0.012515953723907942
Agrilus cyanescens	GCA_947389935.1	Coleoptera	Buprestoidea	Shellder	0.024120013409319477
Agrilus cyanescens	GCA_947389935.1	Coleoptera	Buprestoidea	P-element	0.019127603684931
Agrilus cyanescens	GCA_947389935.1	Coleoptera	Buprestoidea	Spoink	0.03915352628761991
Agrilus mali	GCA_029378335.1	Coleoptera	Buprestoidea	Shellder	0.023231645993965808
Agrilus mali	GCA_029378335.1	Coleoptera	Buprestoidea	P-element	0.011765141144696437
Agrilus mali	GCA_029378335.1	Coleoptera	Buprestoidea	Spoink	0.019762032195644118
Dascillus cervinus	GCA_949768715.1	Coleoptera	Dascilloidea	P-element	0.02286433090384402
Dascillus cervinus	GCA_949768715.1	Coleoptera	Dascilloidea	Shellder	0.02085149178679182
Dascillus cervinus	GCA_949768715.1	Coleoptera	Dascilloidea	Spoink	0.019185639589937832
Agonum fuliginosum	GCA_947534325.1	Coleoptera	Caraboidea	Spoink	0.0926756968174894
Agonum fuliginosum	GCA_947534325.1	Coleoptera	Caraboidea	P-element	0.018683636094565095
Agonum fuliginosum	GCA_947534325.1	Coleoptera	Caraboidea	Shellder	0.03667448876969494
Carabus problematicus	GCA_963422195.1	Coleoptera	Caraboidea	Shellder	0.022963459604425075
Carabus problematicus	GCA_963422195.1	Coleoptera	Caraboidea	Spoink	0.013010004528799045
Carabus problematicus	GCA_963422195.1	Coleoptera	Caraboidea	P-element	0.009656295090458396
Harpalus rufipes	GCA_951394225.1	Coleoptera	Caraboidea	Shellder	0.02824337914850821
Harpalus rufipes	GCA_951394225.1	Coleoptera	Caraboidea	P-element	0.01938658477931111
Harpalus rufipes	GCA_951394225.1	Coleoptera	Caraboidea	Spoink	0.09333443122401087
Leistus spinibarbis	GCA_933228885.1	Coleoptera	Caraboidea	Shellder	0.02891384512236004
Leistus spinibarbis	GCA_933228885.1	Coleoptera	Caraboidea	Spoink	0.012742393676149698
Leistus spinibarbis	GCA_933228885.1	Coleoptera	Caraboidea	P-element	0.01409597099411743
Nebria brevicollis	GCA_944738965.1	Coleoptera	Caraboidea	P-element	0.012579081727033927
Nebria brevicollis	GCA_944738965.1	Coleoptera	Caraboidea	Spoink	0.0850384947918811
Nebria brevicollis	GCA_944738965.1	Coleoptera	Caraboidea	Shellder	0.02844451894066376
Nebria salina	GCA_944039245.1	Coleoptera	Caraboidea	Spoink	0.10560335954547326
Nebria salina	GCA_944039245.1	Coleoptera	Caraboidea	Shellder	0.02710358699296011
Nebria salina	GCA_944039245.1	Coleoptera	Caraboidea	P-element	0.011839135743090754
Ophonus ardosiacus	GCA_943142095.1	Coleoptera	Caraboidea	Spoink	0.10012762979126354
Ophonus ardosiacus	GCA_943142095.1	Coleoptera	Caraboidea	P-element	0.017610714417847496
Ophonus ardosiacus	GCA_943142095.1	Coleoptera	Caraboidea	Shellder	0.02593027153871941
Pogonus chalceus	GCA_002278615.1	Coleoptera	Caraboidea	P-element	0.009693292389655555
Pogonus chalceus	GCA_002278615.1	Coleoptera	Caraboidea	Spoink	0.011054386759438428
Pogonus chalceus	GCA_002278615.1	Coleoptera	Caraboidea	Shellder	0.014901106268856856
Pterostichus madidus	GCA_911728475.2	Coleoptera	Caraboidea	P-element	0.010729216767175996
Pterostichus madidus	GCA_911728475.2	Coleoptera	Caraboidea	Shellder	0.02884679852497486
Pterostichus madidus	GCA_911728475.2	Coleoptera	Caraboidea	Spoink	0.1003334842933015
Pterostichus niger	GCA_947425015.1	Coleoptera	Caraboidea	Shellder	0.02755615152531009
Pterostichus niger	GCA_947425015.1	Coleoptera	Caraboidea	P-element	0.008398386917755005
Pterostichus niger	GCA_947425015.1	Coleoptera	Caraboidea	Spoink	0.013730495285931904
Harpalus rubripes	GCA_963082715.1	Coleoptera	Carabidae	Spoink	0.11274651076619045
Harpalus rubripes	GCA_963082715.1	Coleoptera	Carabidae	P-element	0.020126530763254283
Harpalus rubripes	GCA_963082715.1	Coleoptera	Carabidae	Shellder	0.02934964800536373
Chrysopa pallens	GCA_020423425.1	Neuroptera	Chrysopidae	P-element	0
Chrysopa pallens	GCA_020423425.1	Neuroptera	Chrysopidae	Shellder	0.018253436138115992
Chrysopa pallens	GCA_020423425.1	Neuroptera	Chrysopidae	Spoink	0.007390176623162749
Chrysoperla carnea	GCF_905475395.1	Neuroptera	Chrysopidae	Spoink	0.010189797850878998
Chrysoperla carnea	GCF_905475395.1	Neuroptera	Chrysopidae	Shellder	0.01884009386523634
Chrysoperla carnea	GCF_905475395.1	Neuroptera	Chrysopidae	P-element	0.011062192459950423
Nineta flava	GCA_963920215.1	Neuroptera	Chrysopidae	Shellder	0.029668119342943347
Nineta flava	GCA_963920215.1	Neuroptera	Chrysopidae	P-element	0.009212327500092493
Nineta flava	GCA_963920215.1	Neuroptera	Chrysopidae	Spoink	0.08929968298406686
Sisyra nigra	GCA_958496155.1	Neuroptera	Sisyridae	P-element	0.010174257279218618
Sisyra nigra	GCA_958496155.1	Neuroptera	Sisyridae	Spoink	0.012392441022685167
Sisyra nigra	GCA_958496155.1	Neuroptera	Sisyridae	Shellder	0.008364063023801542
Sisyra terminalis	GCA_958496175.1	Neuroptera	Sisyridae	P-element	0
Sisyra terminalis	GCA_958496175.1	Neuroptera	Sisyridae	Shellder	0.006302380154207174
Sisyra terminalis	GCA_958496175.1	Neuroptera	Sisyridae	Spoink	0.015006793198567252
Acanthacorydalis orientalis	GCA_034766995.1	Megaloptera	Corydalidae	Spoink	0.005002264399522418
Acanthacorydalis orientalis	GCA_034766995.1	Megaloptera	Corydalidae	Shellder	0.009587663426081127
Acanthacorydalis orientalis	GCA_034766995.1	Megaloptera	Corydalidae	P-element	0
Neoneuromus ignobilis	GCA_029203775.1	Megaloptera	Corydalidae	Spoink	0.010313310552101775
Neoneuromus ignobilis	GCA_029203775.1	Megaloptera	Corydalidae	Shellder	0.024891049279249077
Neoneuromus ignobilis	GCA_029203775.1	Megaloptera	Corydalidae	P-element	0.008657368012135114
Sialis fuliginosa	GCA_961205875.1	Megaloptera	Sialidae	Spoink	0.011589608464737123
Sialis fuliginosa	GCA_961205875.1	Megaloptera	Sialidae	Shellder	0.011984579282601408
Sialis fuliginosa	GCA_961205875.1	Megaloptera	Sialidae	P-element	0.01572385215879241
Sialis lutaria	GCA_949319165.1	Megaloptera	Sialidae	Shellder	0.018588669125041903
Sialis lutaria	GCA_949319165.1	Megaloptera	Sialidae	P-element	0.022457360612675274
Sialis lutaria	GCA_949319165.1	Megaloptera	Sialidae	Spoink	0.010477994153732142
Xanthostigma xanthostigma	GCA_963575645.1	Raphidioptera	Raphidiidae	P-element	0.014391949387694699
Xanthostigma xanthostigma	GCA_963575645.1	Raphidioptera	Raphidiidae	Spoink	0.02667874346411956
Xanthostigma xanthostigma	GCA_963575645.1	Raphidioptera	Raphidiidae	Shellder	0.01577271203486423
Aphelinus atriplicis	GCA_020882685.1	Hymenoptera	Chalcidoidea	Shellder	0.008749580958766342
Aphelinus atriplicis	GCA_020882685.1	Hymenoptera	Chalcidoidea	P-element	0.01169114654630212
Aphelinus atriplicis	GCA_020882685.1	Hymenoptera	Chalcidoidea	Spoink	0.009037012639466425
Aphelinus certus	GCA_020882725.1	Hymenoptera	Chalcidoidea	Shellder	0.009336238685886691
Aphelinus certus	GCA_020882725.1	Hymenoptera	Chalcidoidea	Spoink	0.00798715467907283
Aphelinus certus	GCA_020882725.1	Hymenoptera	Chalcidoidea	P-element	0.012653076325428244
Chalcis sispes	GCA_949987625.1	Hymenoptera	Chalcidoidea	Spoink	0.015150891349993824
Chalcis sispes	GCA_949987625.1	Hymenoptera	Chalcidoidea	P-element	0.008657368012135114
Chalcis sispes	GCA_949987625.1	Hymenoptera	Chalcidoidea	Shellder	0.02277908146161582
Eretmocerus hayati	GCA_029851415.1	Hymenoptera	Chalcidoidea	P-element	0.008324392319360687
Eretmocerus hayati	GCA_029851415.1	Hymenoptera	Chalcidoidea	Shellder	0.00705665437479048
Eretmocerus hayati	GCA_029851415.1	Hymenoptera	Chalcidoidea	Spoink	0.00753427477458932
Gastracanthus pulcherrimus	GCA_949152435.1	Hymenoptera	Chalcidoidea	P-element	0.010026268082429983
Gastracanthus pulcherrimus	GCA_949152435.1	Hymenoptera	Chalcidoidea	Shellder	0.01178343949044586
Gastracanthus pulcherrimus	GCA_949152435.1	Hymenoptera	Chalcidoidea	Spoink	0.00977808884680308
Muscidifurax raptorellus	GCA_020010945.3	Hymenoptera	Chalcidoidea	P-element	0.008953346405712383
Muscidifurax raptorellus	GCA_020010945.3	Hymenoptera	Chalcidoidea	Spoink	0.011363168512495369
Muscidifurax raptorellus	GCA_020010945.3	Hymenoptera	Chalcidoidea	Shellder	0.02225947033188066
Nasonia vitripennis	GCF_009193385.2	Hymenoptera	Chalcidoidea	Shellder	0.017800871605766006
Nasonia vitripennis	GCF_009193385.2	Hymenoptera	Chalcidoidea	Spoink	0.009386965292930956
Nasonia vitripennis	GCF_009193385.2	Hymenoptera	Chalcidoidea	P-element	0.009804284287247032
Pteromalus puparum	GCA_012977825.3	Hymenoptera	Chalcidoidea	Shellder	0.022276231981226954
Pteromalus puparum	GCA_012977825.3	Hymenoptera	Chalcidoidea	P-element	0.009212327500092493
Pteromalus puparum	GCA_012977825.3	Hymenoptera	Chalcidoidea	Spoink	0.010148626950471407
Theocolax elegans	GCA_026168455.1	Hymenoptera	Chalcidoidea	Shellder	0.009403285283271874
Theocolax elegans	GCA_026168455.1	Hymenoptera	Chalcidoidea	Spoink	0.009345794392523364
Theocolax elegans	GCA_026168455.1	Hymenoptera	Chalcidoidea	P-element	0
Trichopria drosophilae	GCA_030407085.1	Hymenoptera	Diaprioidea	P-element	0.0122461060342595
Trichopria drosophilae	GCA_030407085.1	Hymenoptera	Diaprioidea	Spoink	0.010169212400675203
Trichopria drosophilae	GCA_030407085.1	Hymenoptera	Diaprioidea	Shellder	0.017884679852497486
Belonocnema kinseyi	GCF_010883055.1	Hymenoptera	Cynipoidea	Shellder	0.0166610794502179
Belonocnema kinseyi	GCF_010883055.1	Hymenoptera	Cynipoidea	P-element	0.01139516815272485
Belonocnema kinseyi	GCF_010883055.1	Hymenoptera	Cynipoidea	Spoink	0.015006793198567252
Leptopilina drosophilae	GCA_032873175.1	Hymenoptera	Cynipoidea	Shellder	0.014482065035199464
Leptopilina drosophilae	GCA_032873175.1	Hymenoptera	Cynipoidea	Spoink	0.013812837086747087
Leptopilina drosophilae	GCA_032873175.1	Hymenoptera	Cynipoidea	P-element	0.008694365311332273
Leptopilina syphax	GCA_032872505.1	Hymenoptera	Cynipoidea	Spoink	0.010683848655770102
Leptopilina syphax	GCA_032872505.1	Hymenoptera	Cynipoidea	P-element	0
Leptopilina syphax	GCA_032872505.1	Hymenoptera	Cynipoidea	Shellder	0.013811599061347636
Platygaster robiniae	GCA_028476575.1	Hymenoptera	Platygastroidea	Shellder	0.01904123365739189
Platygaster robiniae	GCA_028476575.1	Hymenoptera	Platygastroidea	P-element	0.009952273484035665
Platygaster robiniae	GCA_028476575.1	Hymenoptera	Platygastroidea	Spoink	0.009613405245172712
Telenomus remus	GCA_020615435.1	Hymenoptera	Platygastroidea	Spoink	0.006278562312157767
Telenomus remus	GCA_020615435.1	Hymenoptera	Platygastroidea	P-element	0.008324392319360687
Telenomus remus	GCA_020615435.1	Hymenoptera	Platygastroidea	Shellder	0.007475695608447871
Agapostemon virescens	GCA_028453745.1	Hymenoptera	Apoidea	P-element	0
Agapostemon virescens	GCA_028453745.1	Hymenoptera	Apoidea	Shellder	0.01736506872276232
Agapostemon virescens	GCA_028453745.1	Hymenoptera	Apoidea	Spoink	0.09065832269751739
Andrena bicolor	GCA_960531205.1	Hymenoptera	Apoidea	P-element	0.010174257279218618
Andrena bicolor	GCA_960531205.1	Hymenoptera	Apoidea	Spoink	0.014965622298159661
Andrena bicolor	GCA_960531205.1	Hymenoptera	Apoidea	Shellder	0.020985584981562187
Andrena bucephala	GCA_947577245.1	Hymenoptera	Apoidea	Shellder	0.02277908146161582
Andrena bucephala	GCA_947577245.1	Hymenoptera	Apoidea	Spoink	0.01638601836222158
Andrena bucephala	GCA_947577245.1	Hymenoptera	Apoidea	P-element	0.008879351807318065
Andrena camellia	GCA_029448645.1	Hymenoptera	Apoidea	Shellder	0.019074756956084477
Andrena camellia	GCA_029448645.1	Hymenoptera	Apoidea	P-element	0
Andrena camellia	GCA_029448645.1	Hymenoptera	Apoidea	Spoink	0.07447815883733377
Andrena chrysosceles	GCA_963855975.1	Hymenoptera	Apoidea	P-element	0.010211254578415775
Andrena chrysosceles	GCA_963855975.1	Hymenoptera	Apoidea	Shellder	0.017683540060341937
Andrena chrysosceles	GCA_963855975.1	Hymenoptera	Apoidea	Spoink	0.06354728477911811
Andrena dorsata	GCA_929108735.1	Hymenoptera	Apoidea	Shellder	0.021119678176332552
Andrena dorsata	GCA_929108735.1	Hymenoptera	Apoidea	P-element	0
Andrena dorsata	GCA_929108735.1	Hymenoptera	Apoidea	Spoink	0.014101033389600231
Andrena fulva	GCA_946251845.1	Hymenoptera	Apoidea	P-element	0.010174257279218618
Andrena fulva	GCA_946251845.1	Hymenoptera	Apoidea	Spoink	0.06896125818271645
Andrena fulva	GCA_946251845.1	Hymenoptera	Apoidea	Shellder	0.021253771371102917
Andrena haemorrhoa	GCA_910592295.1	Hymenoptera	Apoidea	P-element	0.009989270783232824
Andrena haemorrhoa	GCA_910592295.1	Hymenoptera	Apoidea	Spoink	0.01751821812343036
Andrena haemorrhoa	GCA_910592295.1	Hymenoptera	Apoidea	Shellder	0.019158565202815957
