experiment_accession	run_accession	instrument_platform	library_source	study_alias	fastq_md5	fastq_ftp	sra_md5	sample_alias	sample_title
SRX3029364	SRR5860582	ILLUMINA	GENOMIC	PRJNA395473	6c83ffcd3eb9f864077a9ecac879f1d6;0f2dd7e34c3a9a98382ac99fe846a0a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/002/SRR5860582/SRR5860582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/002/SRR5860582/SRR5860582_2.fastq.gz	85e48c63c907e49ac1a64ddb80e54254	LD8	Invertebrate sample from Drosophila sechellia
SRX3029358	SRR5860588	ILLUMINA	GENOMIC	PRJNA395473	68f4f2976b0d2aadff9a826b901951bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/008/SRR5860588/SRR5860588.fastq.gz	a21736f01b455d1d576aa5f44b2258ad	Cascade_SN6_1	Invertebrate sample from Drosophila yakuba
SRX3029352	SRR5860594	ILLUMINA	GENOMIC	PRJNA395473	a5c56dede7e7c60a67689a80408c73c6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860594/SRR5860594.fastq.gz	bc212ff1f77995b80bd188a9625eaa69	SJ7	Invertebrate sample from Drosophila yakuba
SRX3029348	SRR5860598	ILLUMINA	GENOMIC	PRJNA395473	235cf380e052f361a825515d442a733e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/008/SRR5860598/SRR5860598.fastq.gz	70dc76ebf2ca05bb92357257c834f114	1_6	Invertebrate sample from Drosophila yakuba
SRX3029347	SRR5860599	ILLUMINA	GENOMIC	PRJNA395473	6aa39254ee35cee0590ed8052a3abf41	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/009/SRR5860599/SRR5860599.fastq.gz	f8a31bafa3ecbac1ed11cc96a108b7e5	2_14	Invertebrate sample from Drosophila yakuba
SRX3029346	SRR5860600	ILLUMINA	GENOMIC	PRJNA395473	97d66b7f9b999929d2a08933df531bda	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5860600/SRR5860600.fastq.gz	5b125cfd164b40871859bcf2faa7a998	1_5	Invertebrate sample from Drosophila yakuba
SRX3029340	SRR5860606	ILLUMINA	GENOMIC	PRJNA395473	35bd4cb5a05a6decc2bb86e2bc80807c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860606/SRR5860606.fastq.gz	fa5897ae815d4d21fa610e185c21ce42	sanC1350.14	Invertebrate sample from Drosophila santomea
SRX3029336	SRR5860610	ILLUMINA	GENOMIC	PRJNA395473	fa43f764fcfb3fb8e22ee0f6db6051bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5860610/SRR5860610.fastq.gz	9ef4236ae0860111dff4d0a2d6b2da36	Quija37	Invertebrate sample from Drosophila santomea
SRX3029333	SRR5860613	ILLUMINA	GENOMIC	PRJNA395473	5b14b511099e24eb08b4c1805b828182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/003/SRR5860613/SRR5860613.fastq.gz	703acb4a5005e99860e04fde265a2ba4	sanRain39	Invertebrate sample from Drosophila santomea
SRX3029330	SRR5860616	ILLUMINA	GENOMIC	PRJNA395473	03b5a692fe20e106035ba84b090e9706;d0af2c573b57ba77ab63b8354bb7fd52	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860616/SRR5860616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860616/SRR5860616_2.fastq.gz	5a409cca1bab0550f25694b0bba57dba	cascade_2_2	Invertebrate sample from Drosophila teissieri
SRX3029327	SRR5860619	ILLUMINA	GENOMIC	PRJNA395473	fca416207e9c7f02bab935f6578cc23a;dba7fbdbb9f72226dc3b287df17c1046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/009/SRR5860619/SRR5860619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/009/SRR5860619/SRR5860619_2.fastq.gz	f2265404e18e922eb74452994d3f5ad5	Zimbabwe	Invertebrate sample from Drosophila teissieri
SRX3029324	SRR5860622	ILLUMINA	GENOMIC	PRJNA395473	8fadbda51a37646346ec93067ba58fd0;f89b055debfcbb00232d9e71c227725b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/002/SRR5860622/SRR5860622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/002/SRR5860622/SRR5860622_2.fastq.gz	958915158bfb52d9da99fedeab4ac662	cascade_2_4	Invertebrate sample from Drosophila teissieri
SRX3029323	SRR5860623	ILLUMINA	GENOMIC	PRJNA395473	113eaa26fa684d48baa1272949539bdd;bb1e04052f79bbb8246c149e5f688f56	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/003/SRR5860623/SRR5860623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/003/SRR5860623/SRR5860623_2.fastq.gz	cccbd75773f491ea5c89294f861f92b3	cascade_2_1	Invertebrate sample from Drosophila teissieri
SRX3029317	SRR5860629	ILLUMINA	GENOMIC	PRJNA395473	8e7907c5386af61156153725613d2355	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/009/SRR5860629/SRR5860629.fastq.gz	5eaf06f19e54b2fe480cc67fdefc5630	DenisAT3	Invertebrate sample from Drosophila sechellia
SRX3029316	SRR5860630	ILLUMINA	GENOMIC	PRJNA395473	fabe25b3a20af8193d973b39e16d2ced	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5860630/SRR5860630.fastq.gz	0adf05a5fb1a290959e16524e009cf59	DenisJT1	Invertebrate sample from Drosophila sechellia
SRX3029312	SRR5860634	ILLUMINA	GENOMIC	PRJNA395473	3acc6b6f7df26c6a8d8cb8ca61a6c6c1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860634/SRR5860634.fastq.gz	d067e9f81025f8cf06fa910cf814c45a	DenisNF66	Invertebrate sample from Drosophila sechellia
SRX3029310	SRR5860636	ILLUMINA	GENOMIC	PRJNA395473	9d85fc84d83a54763fca1ef0208afe77;2dc853d5fb1ea71131bcc1d2383cca37	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860636/SRR5860636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860636/SRR5860636_2.fastq.gz	c9d11eaea58b8690c88dc1a2a69c8331	Rain42	Invertebrate sample from Drosophila santomea
SRX3029308	SRR5860638	ILLUMINA	GENOMIC	PRJNA395473	bb9448afead356733a8746f61a68f4f5;4386202546af06eb9019d75f4a0b8c38	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/008/SRR5860638/SRR5860638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/008/SRR5860638/SRR5860638_2.fastq.gz	7e955502f5efb9406d1f0581ee0331b8	san_Field3	Invertebrate sample from Drosophila santomea
SRX3029304	SRR5860642	ILLUMINA	GENOMIC	PRJNA395473	3c90bc0129ebfed033bab524488f3a34;dde332d029697b0ebf418309ec03b010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/002/SRR5860642/SRR5860642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/002/SRR5860642/SRR5860642_2.fastq.gz	6f06330d70ddcebb56f33a9e40e152bc	C550_39	Invertebrate sample from Drosophila santomea
SRX3029302	SRR5860644	ILLUMINA	GENOMIC	PRJNA395473	86e1a20e78635d16b2536a321d9bf584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860644/SRR5860644.fastq.gz	61b853455beb669a80ab578fcedcacba	DenisNF134	Invertebrate sample from Drosophila sechellia
SRX3029300	SRR5860646	ILLUMINA	GENOMIC	PRJNA395473	43cb9145b3fc839e7639b252687b4394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860646/SRR5860646.fastq.gz	bb17dccff6da5251c42923ae54c63f5d	Bosu_1235_14	Invertebrate sample from Drosophila yakuba
SRX3029299	SRR5860647	ILLUMINA	GENOMIC	PRJNA395473	c73ac9df319833cf7b7b72ba85233989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/007/SRR5860647/SRR5860647.fastq.gz	edbd1a1b50e642c3755224e9a636ea38	4_21	Invertebrate sample from Drosophila yakuba
SRX3029293	SRR5860653	ILLUMINA	GENOMIC	PRJNA395473	0d7827b881ab5ddaa467f871d13103d8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/003/SRR5860653/SRR5860653.fastq.gz	7678dd65a6dc625081954554f3a1266e	SJ14	Invertebrate sample from Drosophila yakuba
SRX3029292	SRR5860654	ILLUMINA	GENOMIC	PRJNA395473	78956b07e1392c786d07b76d71f76ae7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860654/SRR5860654.fastq.gz	794d99959c7c34b95391b32aee391a51	SJ4	Invertebrate sample from Drosophila yakuba
SRX3029291	SRR5860655	ILLUMINA	GENOMIC	PRJNA395473	85b7f304f8ad8cd35576a7d9378ddf32	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/005/SRR5860655/SRR5860655.fastq.gz	e7d8cca3c819b4d5cb3d1e6b5dfea570	3_23	Invertebrate sample from Drosophila yakuba
SRX3029288	SRR5860658	ILLUMINA	GENOMIC	PRJNA395473	79f419a2506fb325f40180bd4f326bca;6e989329c8187408116bd8cc5131d791	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/008/SRR5860658/SRR5860658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/008/SRR5860658/SRR5860658_2.fastq.gz	8adf447864fdd884b7564ba56a3f3f6c	LD14	Invertebrate sample from Drosophila sechellia
SRX3029286	SRR5860660	ILLUMINA	GENOMIC	PRJNA395473	36caa55879d040d5ad8ff69aff2d939c;6568251ac90e73d5284a636431d8a4fa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5860660/SRR5860660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5860660/SRR5860660_2.fastq.gz	eece974ebee6b6308091db345be7c327	Anro_B1	Invertebrate sample from Drosophila sechellia
SRX3029282	SRR5860664	ILLUMINA	GENOMIC	PRJNA395473	ef99263966d61e77af8f7a9e1b9367ee;acf44e4a094388e0221056a995a06b3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860664/SRR5860664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860664/SRR5860664_2.fastq.gz	658f0e0a61e7218d01504133fddcece5	LD11_sech	Invertebrate sample from Drosophila sechellia
SRX3029281	SRR5860665	ILLUMINA	GENOMIC	PRJNA395473	6bc97e894d7adfdc71969a04cb46ab07;8bc65ef44ae3ad4d78488b4d2e715bbd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/005/SRR5860665/SRR5860665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/005/SRR5860665/SRR5860665_2.fastq.gz	47add6a3deaa9630116ff5c5466e3586	Anro_B3	Invertebrate sample from Drosophila sechellia
SRX3029278	SRR5860668	ILLUMINA	GENOMIC	PRJNA395473	335e67d46d2f64d91d085d14e1d76848	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/008/SRR5860668/SRR5860668.fastq.gz	84c419942d0109f679917f210ae8ede2	DenisNoni101	Invertebrate sample from Drosophila sechellia
SRX3029273	SRR5860673	ILLUMINA	GENOMIC	PRJNA395473	5e5be8151af0dd304f5adce4fec99ae0;bf7bdad952b3673210fb9599876a1add	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/003/SRR5860673/SRR5860673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/003/SRR5860673/SRR5860673_2.fastq.gz	8cd1febf4aa5830828843dafb0f807b9	PNF5	Invertebrate sample from Drosophila sechellia
SRX3029272	SRR5860674	ILLUMINA	GENOMIC	PRJNA395473	10c202338fe14b014a27eb0d56d30d0b;49c221bc7e4eebe862300236f00c2439	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860674/SRR5860674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/004/SRR5860674/SRR5860674_2.fastq.gz	6a7a67cc18bb3d2649e9f488d121024b	PNF3	Invertebrate sample from Drosophila sechellia
SRX3029270	SRR5860676	ILLUMINA	GENOMIC	PRJNA395473	ff4cd4225d568644ebd632cf9908eb6f;336eeee050c54785d1a9cc00178371be	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860676/SRR5860676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5860676/SRR5860676_2.fastq.gz	018916059501e5341e8ab71c3982863a	Anro_B5	Invertebrate sample from Drosophila sechellia
